0.2142891,0.07537881,2.458879
0.188454,0.1502713,2.444796
0.06175167,0.5187519,2.387805
-0.02596617,0.6988435,2.34964
-0.02001517,0.3956578,2.455921
0.07122356,0.1858955,2.501879
0.1892937,0.1063732,2.256852
0.2106781,0.1302793,2.186893
0.2616508,0.4162423,2.365127
0.455901,0.2783983,2.368856
0.1970648,0.0926595,2.290701
0.1882325,0.04658569,2.22969
0.1828815,-0.01778958,2.503563
-0.07386594,-0.3753885,2.468584
-0.1990827,-0.7095917,2.505572
-0.265344,-0.7557691,2.462069
0.2953445,0.03230653,2.429798
0.3942731,-0.3748533,2.279209
0.5054894,-0.6918234,2.431067
0.5276789,-0.7604031,2.41626
